group_name,application_name,vm_name,tier,role,environment,criticality,suggested_target,migration_wave,technologies,technical_owner
grp-prod-tier1-pacs-imaging,pacs-imaging,vm-prod-pacs-imaging-app-03,app,application tier,prod,tier-1,Azure Virtual Machines,wave-3,Windows Service; .NET 6; Microsoft Windows Server 2019,Imaging Services Team
grp-prod-tier1-pacs-imaging,pacs-imaging,vm-prod-pacs-imaging-app-04,app,application tier,prod,tier-1,Azure Virtual Machines,wave-3,Windows Service; .NET 6; Microsoft Windows Server 2022,Imaging Services Team
grp-prod-tier1-pacs-imaging,pacs-imaging,vm-prod-pacs-imaging-db-01,db,database tier,prod,tier-1,Azure SQL Managed Instance candidate,wave-3,SQL Server 2019; SSIS; Microsoft Windows Server 2019,Imaging Services Team
grp-prod-tier1-pacs-imaging,pacs-imaging,vm-prod-pacs-imaging-db-02,db,database tier,prod,tier-1,Azure SQL Managed Instance candidate,wave-3,SQL Server 2019; SSIS; Microsoft Windows Server 2022,Imaging Services Team
grp-prod-tier1-pacs-imaging,pacs-imaging,vm-prod-pacs-imaging-web-01,web,web host / ingress,prod,tier-1,Azure VMware Solution,wave-2,IIS 10; .NET Framework 4.8; Microsoft Windows Server 2019,Imaging Services Team
grp-prod-tier1-pacs-imaging,pacs-imaging,vm-prod-pacs-imaging-web-02,web,web host / ingress,prod,tier-1,Azure VMware Solution,wave-2,IIS 10; .NET Framework 4.8; Microsoft Windows Server 2022,Imaging Services Team
grp-prod-tier1-payments-sqlao,payments-sqlao,vm-prod-payments-sqlao-api-01,api,api tier,prod,tier-1,Azure Virtual Machines,wave-2,Nginx; Node.js 18; Red Hat Enterprise Linux 8,Payments Team
grp-prod-tier1-payments-sqlao,payments-sqlao,vm-prod-payments-sqlao-api-02,api,api tier,prod,tier-1,Azure Virtual Machines,wave-2,Nginx; Node.js 18; Ubuntu Linux,Payments Team
grp-prod-tier1-payments-sqlao,payments-sqlao,vm-prod-payments-sqlao-api-03,api,api tier,prod,tier-1,Azure Virtual Machines,wave-2,Nginx; Node.js 18; Red Hat Enterprise Linux 8,Payments Team
grp-prod-tier1-payments-sqlao,payments-sqlao,vm-prod-payments-sqlao-api-04,api,api tier,prod,tier-1,Azure Virtual Machines,wave-2,Nginx; Node.js 18; Ubuntu Linux,Payments Team
grp-prod-tier1-payments-sqlao,payments-sqlao,vm-prod-payments-sqlao-app-01,app,application tier,prod,tier-1,Azure Virtual Machines,wave-3,Windows Service; .NET 6; Microsoft Windows Server 2022,Payments Team
grp-prod-tier1-payments-sqlao,payments-sqlao,vm-prod-payments-sqlao-app-02,app,application tier,prod,tier-1,Azure Virtual Machines,wave-3,Windows Service; .NET 6; Microsoft Windows Server 2019,Payments Team
grp-prod-tier1-payments-sqlao,payments-sqlao,vm-prod-payments-sqlao-app-03,app,application tier,prod,tier-1,Azure Virtual Machines,wave-3,Windows Service; .NET 6; Microsoft Windows Server 2022,Payments Team
grp-prod-tier1-payments-sqlao,payments-sqlao,vm-prod-payments-sqlao-app-04,app,application tier,prod,tier-1,Azure Virtual Machines,wave-3,Windows Service; .NET 6; Microsoft Windows Server 2019,Payments Team
grp-prod-tier1-payments-sqlao,payments-sqlao,vm-prod-payments-sqlao-dbprim-01,dbprim,dbprim,prod,tier-1,Azure VMware Solution,wave-3,SQL Server 2022 Enterprise; Always On Availability Groups; Microsoft Windows Server 2022,Payments Team
grp-prod-tier1-payments-sqlao,payments-sqlao,vm-prod-payments-sqlao-dbseco-01,dbseco,database secondary,prod,tier-1,Azure VMware Solution,wave-3,SQL Server 2022 Enterprise; Always On Availability Groups; Microsoft Windows Server 2022,Payments Team
grp-prod-tier1-payments-sqlao,payments-sqlao,vm-prod-payments-sqlao-witnes-01,witnes,cluster witness,prod,tier-1,Azure Virtual Machines,wave-3,Windows Server Failover Cluster Witness; Microsoft Windows Server 2022,Payments Team
grp-prod-tier2-pharmacy,pharmacy,vm-prod-pharmacy-app-01,app,application tier,prod,tier-2,Azure Virtual Machines,wave-3,Windows Service; .NET 6; Microsoft Windows Server 2019,Pharmacy It Team
grp-prod-tier2-pharmacy,pharmacy,vm-prod-pharmacy-app-02,app,application tier,prod,tier-2,Azure Virtual Machines,wave-3,Windows Service; .NET 6; Microsoft Windows Server 2022,Pharmacy It Team
grp-prod-tier2-pharmacy,pharmacy,vm-prod-pharmacy-app-03,app,application tier,prod,tier-2,Azure Virtual Machines,wave-3,Windows Service; .NET 6; Microsoft Windows Server 2019,Pharmacy It Team
grp-prod-tier2-pharmacy,pharmacy,vm-prod-pharmacy-app-04,app,application tier,prod,tier-2,Azure Virtual Machines,wave-3,Windows Service; .NET 6; Microsoft Windows Server 2022,Pharmacy It Team
grp-prod-tier2-pharmacy,pharmacy,vm-prod-pharmacy-db-01,db,database tier,prod,tier-2,Azure SQL Managed Instance candidate,wave-3,SQL Server 2019; SSIS; Microsoft Windows Server 2019,Pharmacy It Team
grp-prod-tier2-pharmacy,pharmacy,vm-prod-pharmacy-db-02,db,database tier,prod,tier-2,Azure SQL Managed Instance candidate,wave-3,SQL Server 2019; SSIS; Microsoft Windows Server 2022,Pharmacy It Team
grp-prod-tier2-provider-portal,provider-portal,vm-prod-provider-portal-app-01,app,application tier,prod,tier-2,Azure App Service candidate,wave-3,IIS 10; .NET 8; Microsoft Windows Server 2022,Provider Digital Team
grp-prod-tier2-provider-portal,provider-portal,vm-prod-provider-portal-app-02,app,application tier,prod,tier-2,Azure App Service candidate,wave-3,IIS 10; .NET 8; Microsoft Windows Server 2022,Provider Digital Team
grp-prod-tier2-provider-portal,provider-portal,vm-prod-provider-portal-app-03,app,application tier,prod,tier-2,Azure App Service candidate,wave-3,IIS 10; .NET 8; Microsoft Windows Server 2022,Provider Digital Team
grp-prod-tier2-provider-portal,provider-portal,vm-prod-provider-portal-app-04,app,application tier,prod,tier-2,Azure App Service candidate,wave-3,IIS 10; .NET 8; Microsoft Windows Server 2022,Provider Digital Team
grp-prod-tier2-provider-portal,provider-portal,vm-prod-provider-portal-db-01,db,database tier,prod,tier-2,Azure SQL Managed Instance candidate,wave-3,SQL Server 2019; SSIS; Microsoft Windows Server 2019,Provider Digital Team
grp-prod-tier2-provider-portal,provider-portal,vm-prod-provider-portal-db-02,db,database tier,prod,tier-2,Azure SQL Managed Instance candidate,wave-3,SQL Server 2019; SSIS; Microsoft Windows Server 2022,Provider Digital Team
grp-prod-tier2-provider-portal,provider-portal,vm-prod-provider-portal-web-01,web,web host / ingress,prod,tier-2,Azure VMware Solution,wave-2,IIS 10; .NET Framework 4.8; Microsoft Windows Server 2019,Provider Digital Team
grp-prod-tier2-provider-portal,provider-portal,vm-prod-provider-portal-web-02,web,web host / ingress,prod,tier-2,Azure VMware Solution,wave-2,IIS 10; .NET Framework 4.8; Microsoft Windows Server 2022,Provider Digital Team
grp-prod-tier2-provider-portal,provider-portal,vm-prod-provider-portal-web-03,web,web host / ingress,prod,tier-2,Azure VMware Solution,wave-2,IIS 10; .NET Framework 4.8; Microsoft Windows Server 2019,Provider Digital Team
grp-prod-tier2-provider-portal,provider-portal,vm-prod-provider-portal-web-04,web,web host / ingress,prod,tier-2,Azure VMware Solution,wave-2,IIS 10; .NET Framework 4.8; Microsoft Windows Server 2022,Provider Digital Team
grp-prod-tier2-research-genomics,research-genomics,vm-prod-research-genomics-comput-01,comput,compute tier,prod,tier-2,Azure Virtual Machines,wave-3,Nextflow; Docker; Python 3.11; Rocky Linux 9,Research Platform Team
grp-prod-tier2-research-genomics,research-genomics,vm-prod-research-genomics-comput-02,comput,compute tier,prod,tier-2,Azure Virtual Machines,wave-3,Nextflow; Docker; Python 3.11; Rocky Linux 9,Research Platform Team
grp-prod-tier2-research-genomics,research-genomics,vm-prod-research-genomics-comput-03,comput,compute tier,prod,tier-2,Azure Virtual Machines,wave-3,Nextflow; Docker; Python 3.11; Rocky Linux 9,Research Platform Team
grp-prod-tier2-research-genomics,research-genomics,vm-prod-research-genomics-comput-04,comput,compute tier,prod,tier-2,Azure Virtual Machines,wave-3,Nextflow; Docker; Python 3.11; Rocky Linux 9,Research Platform Team
grp-prod-tier2-research-genomics,research-genomics,vm-prod-research-genomics-comput-05,comput,compute tier,prod,tier-2,Azure Virtual Machines,wave-3,Nextflow; Docker; Python 3.11; Rocky Linux 9,Research Platform Team
grp-prod-tier2-research-genomics,research-genomics,vm-prod-research-genomics-comput-06,comput,compute tier,prod,tier-2,Azure Virtual Machines,wave-3,Nextflow; Docker; Python 3.11; Rocky Linux 9,Research Platform Team
grp-prod-tier2-research-genomics,research-genomics,vm-prod-research-genomics-comput-07,comput,compute tier,prod,tier-2,Azure Virtual Machines,wave-3,Nextflow; Docker; Python 3.11; Rocky Linux 9,Research Platform Team
grp-prod-tier2-research-genomics,research-genomics,vm-prod-research-genomics-comput-08,comput,compute tier,prod,tier-2,Azure Virtual Machines,wave-3,Nextflow; Docker; Python 3.11; Rocky Linux 9,Research Platform Team
grp-prod-tier2-research-genomics,research-genomics,vm-prod-research-genomics-db-01,db,database tier,prod,tier-2,Azure Database for PostgreSQL candidate,wave-3,PostgreSQL 14; Patroni; Ubuntu Linux,Research Platform Team
grp-prod-tier2-research-genomics,research-genomics,vm-prod-research-genomics-db-02,db,database tier,prod,tier-2,Azure Database for PostgreSQL candidate,wave-3,PostgreSQL 14; Patroni; Ubuntu Linux,Research Platform Team
grp-prod-tier2-research-genomics,research-genomics,vm-prod-research-genomics-etl-01,etl,etl tier,prod,tier-2,Azure Virtual Machines,wave-3,Apache Airflow; Python 3.11; Rocky Linux 9,Research Platform Team
grp-prod-tier2-research-genomics,research-genomics,vm-prod-research-genomics-etl-02,etl,etl tier,prod,tier-2,Azure Virtual Machines,wave-3,Apache Airflow; Python 3.11; Rocky Linux 9,Research Platform Team
grp-prod-tier2-research-genomics,research-genomics,vm-prod-research-genomics-etl-03,etl,etl tier,prod,tier-2,Azure Virtual Machines,wave-3,Apache Airflow; Python 3.11; Rocky Linux 9,Research Platform Team
grp-prod-tier2-research-genomics,research-genomics,vm-prod-research-genomics-etl-04,etl,etl tier,prod,tier-2,Azure Virtual Machines,wave-3,Apache Airflow; Python 3.11; Rocky Linux 9,Research Platform Team
grp-prod-tier1-sap-bw,sap-bw,vm-prod-sap-bw-batch-01,batch,batch / background processing,prod,tier-1,Azure VMware Solution,wave-3,SAP Batch Scheduler; SAP Background Processing; Red Hat Enterprise Linux 8,Data Warehouse Team
grp-prod-tier1-sap-bw,sap-bw,vm-prod-sap-bw-batch-02,batch,batch / background processing,prod,tier-1,Azure VMware Solution,wave-3,SAP Batch Scheduler; SAP Background Processing; Red Hat Enterprise Linux 8,Data Warehouse Team
grp-prod-tier1-sap-bw,sap-bw,vm-prod-sap-bw-batch-03,batch,batch / background processing,prod,tier-1,Azure VMware Solution,wave-3,SAP Batch Scheduler; SAP Background Processing; Red Hat Enterprise Linux 8,Data Warehouse Team
grp-prod-tier1-sap-bw,sap-bw,vm-prod-sap-bw-batch-04,batch,batch / background processing,prod,tier-1,Azure VMware Solution,wave-3,SAP Batch Scheduler; SAP Background Processing; Red Hat Enterprise Linux 8,Data Warehouse Team
grp-prod-tier1-sap-bw,sap-bw,vm-prod-sap-bw-db-01,db,database tier,prod,tier-1,Azure VMware Solution,wave-3,SAP HANA 2.0; SUSE Linux Enterprise Server 15,Data Warehouse Team
grp-prod-tier1-sap-bw,sap-bw,vm-prod-sap-bw-db-02,db,database tier,prod,tier-1,Azure VMware Solution,wave-3,SAP HANA 2.0; SUSE Linux Enterprise Server 15,Data Warehouse Team
grp-prod-tier1-sap-bw,sap-bw,vm-prod-sap-bw-sapapp-01,sapapp,sap application tier,prod,tier-1,Azure VMware Solution,wave-3,SAP NetWeaver; SAP Application Server; Red Hat Enterprise Linux 8,Data Warehouse Team
grp-prod-tier1-sap-bw,sap-bw,vm-prod-sap-bw-sapapp-02,sapapp,sap application tier,prod,tier-1,Azure VMware Solution,wave-3,SAP NetWeaver; SAP Application Server; Red Hat Enterprise Linux 8,Data Warehouse Team
grp-prod-tier1-sap-bw,sap-bw,vm-prod-sap-bw-sapapp-03,sapapp,sap application tier,prod,tier-1,Azure VMware Solution,wave-3,SAP NetWeaver; SAP Application Server; Red Hat Enterprise Linux 8,Data Warehouse Team
grp-prod-tier1-sap-bw,sap-bw,vm-prod-sap-bw-sapapp-04,sapapp,sap application tier,prod,tier-1,Azure VMware Solution,wave-3,SAP NetWeaver; SAP Application Server; Red Hat Enterprise Linux 8,Data Warehouse Team
grp-prod-tier1-sap-s4hana,sap-s4hana,vm-prod-sap-s4hana-batch-01,batch,batch / background processing,prod,tier-1,Azure VMware Solution,wave-3,SAP Batch Scheduler; SAP Background Processing; Red Hat Enterprise Linux 8,Erp Platform Team
grp-prod-tier1-sap-s4hana,sap-s4hana,vm-prod-sap-s4hana-batch-02,batch,batch / background processing,prod,tier-1,Azure VMware Solution,wave-3,SAP Batch Scheduler; SAP Background Processing; Red Hat Enterprise Linux 8,Erp Platform Team
grp-prod-tier1-sap-s4hana,sap-s4hana,vm-prod-sap-s4hana-batch-03,batch,batch / background processing,prod,tier-1,Azure VMware Solution,wave-3,SAP Batch Scheduler; SAP Background Processing; Red Hat Enterprise Linux 8,Erp Platform Team
grp-prod-tier1-sap-s4hana,sap-s4hana,vm-prod-sap-s4hana-batch-04,batch,batch / background processing,prod,tier-1,Azure VMware Solution,wave-3,SAP Batch Scheduler; SAP Background Processing; Red Hat Enterprise Linux 8,Erp Platform Team
grp-prod-tier1-sap-s4hana,sap-s4hana,vm-prod-sap-s4hana-db-01,db,database tier,prod,tier-1,Azure VMware Solution,wave-3,SAP HANA 2.0; SUSE Linux Enterprise Server 15,Erp Platform Team
grp-prod-tier1-sap-s4hana,sap-s4hana,vm-prod-sap-s4hana-db-02,db,database tier,prod,tier-1,Azure VMware Solution,wave-3,SAP HANA 2.0; SUSE Linux Enterprise Server 15,Erp Platform Team
grp-prod-tier1-sap-s4hana,sap-s4hana,vm-prod-sap-s4hana-sapapp-01,sapapp,sap application tier,prod,tier-1,Azure VMware Solution,wave-3,SAP NetWeaver; SAP Application Server; Red Hat Enterprise Linux 8,Erp Platform Team
grp-prod-tier1-sap-s4hana,sap-s4hana,vm-prod-sap-s4hana-sapapp-02,sapapp,sap application tier,prod,tier-1,Azure VMware Solution,wave-3,SAP NetWeaver; SAP Application Server; Red Hat Enterprise Linux 8,Erp Platform Team
grp-prod-tier1-sap-s4hana,sap-s4hana,vm-prod-sap-s4hana-sapapp-03,sapapp,sap application tier,prod,tier-1,Azure VMware Solution,wave-3,SAP NetWeaver; SAP Application Server; Red Hat Enterprise Linux 8,Erp Platform Team
grp-prod-tier1-sap-s4hana,sap-s4hana,vm-prod-sap-s4hana-sapapp-04,sapapp,sap application tier,prod,tier-1,Azure VMware Solution,wave-3,SAP NetWeaver; SAP Application Server; Red Hat Enterprise Linux 8,Erp Platform Team
grp-prod-tier1-sap-s4hana,sap-s4hana,vm-prod-sap-s4hana-sapapp-05,sapapp,sap application tier,prod,tier-1,Azure VMware Solution,wave-3,SAP NetWeaver; SAP Application Server; Red Hat Enterprise Linux 8,Erp Platform Team
grp-prod-tier1-sap-s4hana,sap-s4hana,vm-prod-sap-s4hana-sapapp-06,sapapp,sap application tier,prod,tier-1,Azure VMware Solution,wave-3,SAP NetWeaver; SAP Application Server; Red Hat Enterprise Linux 8,Erp Platform Team
grp-prod-tier1-sap-s4hana,sap-s4hana,vm-prod-sap-s4hana-sapweb-01,sapweb,sap web dispatcher,prod,tier-1,Azure VMware Solution,wave-3,SAP Web Dispatcher; Microsoft Windows Server 2019,Erp Platform Team
grp-prod-tier1-sap-s4hana,sap-s4hana,vm-prod-sap-s4hana-sapweb-02,sapweb,sap web dispatcher,prod,tier-1,Azure VMware Solution,wave-3,SAP Web Dispatcher; Microsoft Windows Server 2019,Erp Platform Team
